id,row_id,status,job,kids,city,country,salary,marital_status,timestamp
152,0,pensioned off,project leader,2,seattle,us,4000,divorced,1
152,1,employed,web designer,0,n/a,n/a,2000,solitary,0
152,2,retired,senior manager,2,Shenzhen,china,5000,detached,1
152,3,removed,network architect,3,singapour,singapur,5000,apart,1
152,4,expire,information technology director,5,tokyo,japan,6000,espoused,2
152,5,operating,programmer,0,seattle,us,1000,unattached,0
152,6,gone,ceo,5,seattle,us,7000,paired,2
152,7,retired,senior database administrator,2,bern,switzerland,5000,widow,1
153,0,quiet,network architect,2,n/a,n/a,3000,widow,1
153,1,quiet,project leader,2,tokyo,japan,3000,widow,1
153,2,pulled out,senior manager,3,Shenzhen,china,3000,seperated,1
153,3,defunct,ceo,4,berlin,germany,6000,matrimonial,2
153,4,pensioned,team leader,3,moscow,russia,4000,detached,1
154,0,pensioned,information technology manager,3,singapour,singapur,5000,apart,1
154,1,pensioned off,network architect,2,moscow,russia,4000,split up,1
154,2,unemployed,senior engineer,3,Shenzhen,china,5000,seperated,1
154,3,unemployed,project leader,3,moscow,russia,5000,widow,1
154,4,operating,database administrator,0,tokyo,japan,500,sole,0
154,5,gone,chief technical officer,5,singapour,singapur,9000,matrimonial,2
154,6,working,web designer,0,n/a,n/a,2000,individual,0
154,7,operating,web master,0,bern,switzerland,2000,unattached,0
154,8,withdrawn,network architect,2,moscow,russia,5000,detached,1
155,0,employed,programmer,0,tokyo,japan,500,sole,0
155,1,running,web designer,0,moscow,russia,500,single,0
155,2,occupied,software programmer,0,n/a,n/a,2000,single,0
155,3,resigned,senior database administrator,2,singapour,singapur,4000,detached,1
155,4,expire,cio,5,n/a,n/a,6000,married,2
155,5,defunct,director,5,Shenzhen,china,8000,matrimonial,2
156,0,dead,chief technical officer,4,bern,switzerland,10000,mated,2
156,1,operating,security specialist,0,singapour,singapur,1000,individual,0
156,2,pensioned,network architect,3,n/a,n/a,4000,widow,1
156,3,passed away,chief technical officer,5,moscow,russia,10000,engaged,2
156,4,gone,information technology director,4,seattle,us,9000,espoused,2
156,5,operating,junior sofware developer,0,singapour,singapur,500,bachelor,0
157,0,deceased,director,5,moscow,russia,7000,attached,2
157,1,passed,cio,4,berlin,germany,9000,mated,2
157,2,operating,web developer,0,seattle,us,2000,individual,0
157,3,active,analyst,0,bern,switzerland,1000,bachelor,0
157,4,expire,chief technical officer,4,seoul,south korea,7000,attached,2
158,0,pensioned off,senior manager,3,berlin,germany,5000,split up,1
158,1,active,database administrator,0,n/a,n/a,1000,free,0
158,2,running,web developer,0,seoul,south korea,500,only,0
158,3,passed away,chief technical officer,5,Shenzhen,china,7000,united,2
158,4,removed,senior engineer,3,seattle,us,5000,apart,1
158,5,gone,chief information officer,4,moscow,russia,9000,matrimonial,2
158,6,employed,database administrator,0,singapour,singapur,500,individual,0
159,0,working,programmer,0,berlin,germany,500,free,0
159,1,working,network engineer,0,moscow,russia,1000,free,0
159,2,departed,cio,5,moscow,russia,10000,united,2
159,3,defunct,director,5,tokyo,japan,8000,espoused,2
159,4,departed,mis director,4,n/a,n/a,10000,matrimonial,2
160,0,involved,programmer,0,london,england,2000,only,0
160,1,pensioned off,senior engineer,2,moscow,russia,5000,apart,1
160,2,pulled out,senior manager,2,seoul,south korea,3000,divorced,1
160,3,involved,web master,0,bern,switzerland,1000,single,0
160,4,dead,chief technical officer,4,berlin,germany,8000,espoused,2
160,5,dead,ceo,5,singapour,singapur,7000,married,2
161,0,expire,cio,4,bern,switzerland,10000,bonded,2
161,1,active,junior sofware developer,0,Shenzhen,china,2000,free,0
161,2,expire,chief technical officer,5,singapour,singapur,10000,paired,2
161,3,employed,analyst,0,berlin,germany,500,unaccompanied,0
161,4,operating,programmer,0,Shenzhen,china,2000,sole,0
161,5,passed away,ceo,4,london,england,8000,bonded,2
161,6,removed,information technology manager,3,Shenzhen,china,3000,apart,1
161,7,resigned,team leader,2,bern,switzerland,3000,divorced,1
161,8,laboring,web master,0,bern,switzerland,500,sole,0
161,9,unemployed,information technology manager,2,seattle,us,3000,divorced,1
161,10,passed,chief information officer,4,seoul,south korea,8000,engaged,2
162,0,discharged,project leader,3,seattle,us,4000,seperated,1
162,1,active,database administrator,0,bern,switzerland,1000,free,0
162,2,fallen,chief information officer,5,singapour,singapur,8000,matrimonial,2
162,3,gone,mis director,4,n/a,n/a,7000,united,2
162,4,resigned,network architect,3,n/a,n/a,4000,widow,1
162,5,in retirement,network architect,2,Shenzhen,china,4000,detached,1
163,0,pensioned,senior manager,3,Shenzhen,china,4000,seperated,1
163,1,removed,project leader,2,bern,switzerland,5000,seperated,1
163,2,removed,network architect,3,tokyo,japan,3000,divorced,1
163,3,working,network engineer,0,seattle,us,2000,single,0
163,4,employed,hardware engineer,0,berlin,germany,500,bachelor,0
163,5,occupied,programmer,0,seoul,south korea,1000,only,0
163,6,employed,junior engineer,0,berlin,germany,1000,individual,0
163,7,laboring,junior engineer,0,bern,switzerland,500,solitary,0
163,8,fallen,director,4,tokyo,japan,6000,attached,2
163,9,fallen,information technology director,5,tokyo,japan,7000,married,2
163,10,quiet,project leader,2,london,england,4000,seperated,1
164,0,active,database administrator,0,moscow,russia,1000,free,0
164,1,withdrawn,project leader,2,Shenzhen,china,3000,split up,1
164,2,retired,team leader,2,n/a,n/a,5000,split up,1
164,3,quiet,information technology manager,3,bern,switzerland,3000,seperated,1
164,4,fallen,director,5,seoul,south korea,6000,bonded,2
165,0,gone,mis director,4,bern,switzerland,6000,mated,2
165,1,passed away,chief information officer,5,tokyo,japan,6000,espoused,2
165,2,pulled out,information technology manager,3,bern,switzerland,5000,widow,1
165,3,operating,junior engineer,0,Shenzhen,china,2000,free,0
165,4,gone,cio,5,moscow,russia,6000,mated,2
165,5,passed away,ceo,4,moscow,russia,6000,espoused,2
165,6,working,web master,0,singapour,singapur,2000,sole,0
165,7,passed away,chief technical officer,4,moscow,russia,7000,matrimonial,2
165,8,running,network engineer,0,singapour,singapur,2000,bachelor,0
165,9,employed,analyst,0,tokyo,japan,2000,unaccompanied,0
166,0,discharged,information technology manager,2,bern,switzerland,5000,detached,1
166,1,involved,junior engineer,0,moscow,russia,1000,sole,0
166,2,finished,ceo,5,berlin,germany,7000,espoused,2
166,3,pensioned off,team leader,3,berlin,germany,3000,widow,1
166,4,occupied,network engineer,0,singapour,singapur,500,sole,0
166,5,running,security specialist,0,singapour,singapur,500,unaccompanied,0
167,0,active,hardware engineer,0,bern,switzerland,1000,single,0
167,1,departed,information technology director,5,tokyo,japan,9000,engaged,2
167,2,occupied,programmer,0,moscow,russia,500,free,0
167,3,resigned,team leader,2,moscow,russia,4000,detached,1
167,4,finished,director,5,n/a,n/a,8000,espoused,2
167,5,quiet,senior manager,3,seoul,south korea,3000,apart,1
168,0,running,web designer,0,tokyo,japan,1000,unaccompanied,0
168,1,fallen,mis director,5,moscow,russia,8000,mated,2
168,2,laboring,analyst,0,tokyo,japan,500,free,0
168,3,gone,ceo,4,seattle,us,7000,married,2
168,4,quiet,project leader,2,london,england,5000,seperated,1
168,5,passed,information technology director,4,london,england,10000,matrimonial,2
168,6,fallen,mis director,4,tokyo,japan,10000,married,2
168,7,gone,director,5,bern,switzerland,10000,paired,2
168,8,quiet,project leader,3,singapour,singapur,3000,widow,1
168,9,passed away,chief technical officer,5,tokyo,japan,9000,attached,2
169,0,working,hardware engineer,0,moscow,russia,500,only,0
169,1,passed away,director,5,moscow,russia,8000,espoused,2
169,2,active,database administrator,0,Shenzhen,china,2000,solitary,0
169,3,pensioned off,team leader,3,bern,switzerland,3000,apart,1
169,4,laboring,web master,0,moscow,russia,2000,sole,0
169,5,removed,senior engineer,3,seattle,us,4000,divorced,1
169,6,active,analyst,0,bern,switzerland,1000,unaccompanied,0
169,7,laboring,security specialist,0,n/a,n/a,500,individual,0
170,0,resigned,information technology manager,3,Shenzhen,china,3000,divorced,1
170,1,in retirement,information technology manager,3,n/a,n/a,4000,widow,1
170,2,dead,mis director,4,berlin,germany,7000,united,2
170,3,pulled out,team leader,3,singapour,singapur,5000,detached,1
170,4,expire,director,4,berlin,germany,9000,espoused,2
170,5,retired,project leader,3,seoul,south korea,5000,apart,1
170,6,pensioned,senior database administrator,2,seoul,south korea,3000,detached,1
170,7,unemployed,senior engineer,2,Shenzhen,china,3000,apart,1
170,8,passed,chief technical officer,5,berlin,germany,10000,matrimonial,2
170,9,operating,junior engineer,0,berlin,germany,500,single,0
171,0,pensioned,senior engineer,2,n/a,n/a,5000,widow,1
171,1,active,web master,0,seoul,south korea,500,sole,0
171,2,active,junior sofware developer,0,berlin,germany,1000,free,0
171,3,gone,cio,4,Shenzhen,china,8000,bonded,2
171,4,gone,chief information officer,5,london,england,9000,paired,2
171,5,finished,cio,5,singapour,singapur,9000,attached,2
171,6,operating,security specialist,0,seattle,us,2000,only,0
171,7,resigned,senior engineer,3,bern,switzerland,5000,apart,1
172,0,defunct,information technology director,5,seoul,south korea,10000,mated,2
172,1,passed away,chief information officer,5,bern,switzerland,9000,married,2
172,2,involved,web master,0,tokyo,japan,1000,solitary,0
172,3,running,web designer,0,berlin,germany,2000,bachelor,0
172,4,laboring,analyst,0,seoul,south korea,500,sole,0
172,5,running,junior sofware developer,0,n/a,n/a,500,only,0
172,6,passed away,information technology director,4,berlin,germany,7000,engaged,2
172,7,involved,network engineer,0,Shenzhen,china,1000,only,0
172,8,defunct,chief information officer,5,seattle,us,7000,engaged,2
172,9,active,programmer,0,moscow,russia,500,solitary,0
173,0,passed,chief information officer,4,tokyo,japan,8000,married,2
173,1,active,security specialist,0,singapour,singapur,2000,bachelor,0
173,2,withdrawn,information technology manager,2,moscow,russia,4000,widow,1
173,3,active,security specialist,0,seoul,south korea,500,single,0
173,4,fallen,chief information officer,4,tokyo,japan,6000,bonded,2
173,5,employed,programmer,0,n/a,n/a,2000,single,0
174,0,working,network engineer,0,singapour,singapur,500,unattached,0
174,1,running,web developer,0,berlin,germany,2000,only,0
174,2,removed,project leader,2,bern,switzerland,3000,split up,1
174,3,running,analyst,0,tokyo,japan,1000,free,0
174,4,passed away,director,4,seoul,south korea,7000,attached,2
174,5,operating,hardware engineer,0,seoul,south korea,500,individual,0
174,6,retired,information technology manager,3,singapour,singapur,3000,widow,1
174,7,operating,junior sofware developer,0,seattle,us,1000,individual,0
174,8,operating,software programmer,0,singapour,singapur,1000,individual,0
175,0,defunct,ceo,4,moscow,russia,7000,matrimonial,2
175,1,withdrawn,senior database administrator,3,berlin,germany,4000,widow,1
175,2,running,web designer,0,berlin,germany,1000,individual,0
175,3,passed,information technology director,5,bern,switzerland,10000,attached,2
175,4,pensioned,senior database administrator,2,Shenzhen,china,3000,divorced,1
175,5,passed away,ceo,4,Shenzhen,china,7000,engaged,2
175,6,dead,director,5,Shenzhen,china,6000,united,2
175,7,passed,ceo,5,seoul,south korea,8000,united,2
175,8,operating,analyst,0,seoul,south korea,2000,single,0
175,9,defunct,cio,5,berlin,germany,9000,attached,2
175,10,dead,cio,5,tokyo,japan,6000,engaged,2
176,0,defunct,chief information officer,4,seoul,south korea,8000,attached,2
176,1,passed away,chief technical officer,5,seattle,us,10000,mated,2
176,2,expire,ceo,5,london,england,9000,married,2
176,3,deceased,mis director,5,moscow,russia,6000,mated,2
176,4,dead,cio,4,seattle,us,6000,paired,2
176,5,deceased,information technology director,4,tokyo,japan,9000,engaged,2
177,0,active,hardware engineer,0,seoul,south korea,2000,individual,0
177,1,laboring,web designer,0,n/a,n/a,500,bachelor,0
177,2,expire,mis director,4,n/a,n/a,8000,matrimonial,2
177,3,withdrawn,information technology manager,2,berlin,germany,3000,split up,1
177,4,running,junior engineer,0,tokyo,japan,2000,unaccompanied,0
177,5,in retirement,senior database administrator,2,seoul,south korea,4000,divorced,1
177,6,gone,director,4,n/a,n/a,10000,mated,2
177,7,finished,information technology director,5,n/a,n/a,10000,espoused,2
177,8,running,junior engineer,0,london,england,1000,bachelor,0
177,9,occupied,junior sofware developer,0,tokyo,japan,2000,solitary,0
178,0,occupied,junior sofware developer,0,seoul,south korea,2000,free,0
178,1,employed,analyst,0,singapour,singapur,2000,individual,0
178,2,running,web designer,0,Shenzhen,china,2000,solitary,0
178,3,passed,ceo,5,seattle,us,7000,bonded,2
178,4,fallen,cio,5,seattle,us,6000,engaged,2
178,5,fallen,information technology director,4,Shenzhen,china,7000,bonded,2
178,6,occupied,hardware engineer,0,singapour,singapur,1000,free,0
178,7,active,software programmer,0,bern,switzerland,2000,bachelor,0
178,8,finished,chief technical officer,5,bern,switzerland,7000,engaged,2
179,0,quiet,senior engineer,2,london,england,4000,detached,1
179,1,pensioned,senior engineer,2,seattle,us,4000,detached,1
179,2,retired,senior engineer,3,moscow,russia,3000,widow,1
179,3,defunct,cio,5,tokyo,japan,9000,attached,2
179,4,departed,ceo,5,singapour,singapur,8000,mated,2
180,0,removed,senior engineer,2,seattle,us,3000,detached,1
180,1,removed,senior manager,3,tokyo,japan,3000,seperated,1
180,2,laboring,web developer,0,bern,switzerland,500,solitary,0
180,3,finished,mis director,5,berlin,germany,7000,married,2
180,4,operating,analyst,0,london,england,500,solitary,0
180,5,removed,project leader,2,singapour,singapur,4000,apart,1
181,0,passed away,information technology director,5,bern,switzerland,9000,married,2
181,1,removed,project leader,3,tokyo,japan,4000,apart,1
181,2,quiet,senior manager,3,Shenzhen,china,3000,widow,1
181,3,pulled out,senior engineer,2,berlin,germany,4000,split up,1
181,4,removed,information technology manager,2,seoul,south korea,3000,seperated,1
181,5,active,network engineer,0,london,england,500,solitary,0
181,6,in retirement,team leader,2,tokyo,japan,3000,seperated,1
181,7,passed,cio,4,Shenzhen,china,7000,espoused,2
181,8,fallen,chief information officer,5,bern,switzerland,7000,mated,2
182,0,unemployed,information technology manager,2,seattle,us,5000,split up,1
182,1,deceased,information technology director,5,n/a,n/a,10000,matrimonial,2
182,2,pensioned,senior manager,2,bern,switzerland,3000,apart,1
182,3,working,web developer,0,seoul,south korea,1000,solitary,0
182,4,running,junior sofware developer,0,london,england,500,solitary,0
182,5,passed,ceo,5,n/a,n/a,6000,paired,2
182,6,in retirement,project leader,2,london,england,3000,divorced,1
182,7,in retirement,information technology manager,3,bern,switzerland,5000,widow,1
182,8,removed,senior database administrator,3,n/a,n/a,3000,apart,1
183,0,involved,network engineer,0,n/a,n/a,2000,unaccompanied,0
183,1,working,junior engineer,0,seattle,us,1000,single,0
183,2,finished,cio,5,Shenzhen,china,9000,attached,2
183,3,passed,chief technical officer,4,Shenzhen,china,9000,espoused,2
183,4,expire,chief information officer,4,n/a,n/a,6000,matrimonial,2
183,5,pensioned,project leader,2,berlin,germany,3000,detached,1
183,6,discharged,team leader,2,bern,switzerland,5000,widow,1
183,7,fallen,information technology director,5,singapour,singapur,7000,matrimonial,2
183,8,working,junior engineer,0,seattle,us,500,single,0
184,0,operating,database administrator,0,bern,switzerland,1000,bachelor,0
184,1,retired,information technology manager,2,bern,switzerland,4000,split up,1
184,2,defunct,cio,4,moscow,russia,8000,bonded,2
184,3,pensioned off,network architect,3,berlin,germany,3000,apart,1
184,4,in retirement,senior database administrator,2,n/a,n/a,4000,divorced,1
184,5,working,analyst,0,Shenzhen,china,1000,single,0
184,6,quiet,senior engineer,3,Shenzhen,china,3000,split up,1
184,7,pulled out,senior manager,3,seoul,south korea,4000,seperated,1
184,8,active,web master,0,tokyo,japan,1000,bachelor,0
184,9,laboring,database administrator,0,tokyo,japan,2000,only,0
184,10,pensioned,project leader,2,n/a,n/a,3000,apart,1
185,0,finished,mis director,5,singapour,singapur,10000,united,2
185,1,resigned,senior database administrator,2,tokyo,japan,5000,divorced,1
185,2,operating,web developer,0,bern,switzerland,1000,only,0
185,3,unemployed,team leader,2,bern,switzerland,3000,detached,1
185,4,passed away,cio,4,seoul,south korea,8000,mated,2
185,5,expire,mis director,4,seattle,us,8000,paired,2
185,6,unemployed,senior engineer,3,seoul,south korea,4000,divorced,1
185,7,employed,junior sofware developer,0,london,england,1000,single,0
185,8,expire,cio,4,singapour,singapur,10000,mated,2
185,9,unemployed,senior manager,3,berlin,germany,3000,split up,1
185,10,passed away,chief information officer,4,singapour,singapur,6000,matrimonial,2
186,0,pensioned off,senior database administrator,2,moscow,russia,3000,seperated,1
186,1,employed,analyst,0,london,england,2000,unaccompanied,0
186,2,involved,junior sofware developer,0,berlin,germany,2000,bachelor,0
186,3,departed,chief information officer,5,seoul,south korea,8000,married,2
186,4,pensioned,senior engineer,3,berlin,germany,5000,widow,1
186,5,gone,ceo,5,Shenzhen,china,7000,paired,2
186,6,defunct,mis director,4,Shenzhen,china,6000,united,2
187,0,active,junior engineer,0,tokyo,japan,1000,unaccompanied,0
187,1,operating,database administrator,0,Shenzhen,china,500,bachelor,0
187,2,gone,director,5,n/a,n/a,8000,engaged,2
187,3,discharged,senior database administrator,3,london,england,3000,divorced,1
187,4,deceased,chief technical officer,5,n/a,n/a,10000,paired,2
187,5,laboring,hardware engineer,0,london,england,1000,unattached,0
187,6,expire,mis director,4,seattle,us,7000,mated,2
187,7,finished,information technology director,5,tokyo,japan,6000,mated,2
187,8,operating,network engineer,0,seoul,south korea,500,unaccompanied,0
187,9,employed,database administrator,0,seattle,us,500,bachelor,0
187,10,active,analyst,0,singapour,singapur,2000,only,0
187,11,passed,cio,4,berlin,germany,10000,espoused,2
188,0,employed,web master,0,seoul,south korea,1000,sole,0
188,1,resigned,project leader,3,singapour,singapur,3000,widow,1
188,2,operating,junior sofware developer,0,moscow,russia,500,only,0
188,3,removed,team leader,3,singapour,singapur,5000,widow,1
188,4,running,junior engineer,0,Shenzhen,china,1000,unattached,0
188,5,withdrawn,team leader,3,bern,switzerland,5000,detached,1
188,6,working,web master,0,london,england,1000,free,0
188,7,removed,project leader,3,london,england,3000,widow,1
189,0,in retirement,project leader,2,bern,switzerland,3000,seperated,1
189,1,defunct,chief information officer,5,seattle,us,6000,bonded,2
189,2,finished,mis director,5,bern,switzerland,7000,espoused,2
189,3,pensioned,network architect,3,seoul,south korea,5000,widow,1
189,4,employed,analyst,0,tokyo,japan,2000,individual,0
189,5,quiet,team leader,3,moscow,russia,4000,detached,1
189,6,active,web master,0,moscow,russia,1000,unattached,0
189,7,running,programmer,0,n/a,n/a,500,individual,0
189,8,discharged,senior manager,2,seattle,us,4000,apart,1
189,9,dead,director,5,n/a,n/a,8000,bonded,2
189,10,gone,director,5,seattle,us,6000,espoused,2
190,0,defunct,mis director,5,singapour,singapur,8000,espoused,2
190,1,resigned,senior database administrator,2,singapour,singapur,5000,widow,1
190,2,occupied,junior sofware developer,0,Shenzhen,china,2000,sole,0
190,3,passed,information technology director,4,n/a,n/a,9000,matrimonial,2
190,4,defunct,chief technical officer,5,singapour,singapur,8000,attached,2
190,5,active,junior sofware developer,0,moscow,russia,2000,only,0
190,6,involved,web developer,0,Shenzhen,china,500,single,0
190,7,retired,senior manager,2,london,england,5000,widow,1
190,8,departed,chief information officer,4,london,england,10000,married,2
190,9,working,analyst,0,seattle,us,2000,free,0
190,10,withdrawn,network architect,3,tokyo,japan,4000,divorced,1
191,0,finished,chief information officer,4,seattle,us,9000,espoused,2
191,1,unemployed,project leader,2,singapour,singapur,5000,detached,1
191,2,removed,project leader,2,berlin,germany,5000,widow,1
191,3,active,analyst,0,berlin,germany,2000,solitary,0
191,4,involved,hardware engineer,0,tokyo,japan,2000,sole,0
191,5,quiet,network architect,3,moscow,russia,3000,widow,1
191,6,fallen,ceo,4,seattle,us,10000,espoused,2
191,7,unemployed,project leader,3,moscow,russia,4000,seperated,1
191,8,employed,security specialist,0,moscow,russia,500,unattached,0
191,9,gone,cio,5,london,england,8000,mated,2
192,0,working,junior sofware developer,0,tokyo,japan,1000,solitary,0
192,1,operating,software programmer,0,n/a,n/a,1000,free,0
192,2,working,programmer,0,seattle,us,500,free,0
192,3,quiet,senior engineer,3,berlin,germany,4000,widow,1
192,4,occupied,analyst,0,bern,switzerland,1000,unattached,0
193,0,working,security specialist,0,Shenzhen,china,1000,free,0
193,1,occupied,web master,0,berlin,germany,1000,single,0
193,2,passed,information technology director,5,seoul,south korea,8000,matrimonial,2
193,3,active,junior engineer,0,berlin,germany,2000,solitary,0
193,4,removed,network architect,3,bern,switzerland,5000,apart,1
194,0,working,web developer,0,seattle,us,500,only,0
194,1,passed,mis director,4,moscow,russia,9000,paired,2
194,2,gone,chief information officer,5,n/a,n/a,10000,attached,2
194,3,gone,mis director,5,singapour,singapur,6000,bonded,2
194,4,deceased,ceo,5,seattle,us,7000,mated,2
194,5,passed,mis director,5,tokyo,japan,8000,engaged,2
194,6,quiet,network architect,3,bern,switzerland,3000,detached,1
194,7,working,analyst,0,london,england,1000,free,0
195,0,defunct,ceo,4,bern,switzerland,9000,engaged,2
195,1,running,web designer,0,bern,switzerland,2000,unattached,0
195,2,expire,mis director,5,seattle,us,7000,paired,2
195,3,quiet,project leader,2,n/a,n/a,5000,seperated,1
195,4,resigned,project leader,2,berlin,germany,4000,apart,1
195,5,dead,director,5,seattle,us,7000,mated,2
195,6,deceased,director,5,Shenzhen,china,10000,engaged,2
195,7,working,network engineer,0,moscow,russia,1000,only,0
195,8,deceased,chief information officer,5,singapour,singapur,6000,bonded,2
195,9,running,hardware engineer,0,london,england,500,individual,0
195,10,in retirement,team leader,2,seoul,south korea,4000,seperated,1
195,11,deceased,information technology director,5,Shenzhen,china,7000,matrimonial,2
196,0,fallen,director,4,seattle,us,7000,engaged,2
196,1,retired,team leader,2,moscow,russia,4000,apart,1
196,2,employed,network engineer,0,seoul,south korea,500,individual,0
196,3,quiet,senior manager,2,seoul,south korea,4000,divorced,1
196,4,in retirement,project leader,3,seoul,south korea,4000,divorced,1
196,5,working,database administrator,0,moscow,russia,2000,solitary,0
196,6,occupied,web developer,0,berlin,germany,2000,free,0
197,0,expire,chief technical officer,5,Shenzhen,china,10000,espoused,2
197,1,working,security specialist,0,singapour,singapur,500,single,0
197,2,deceased,mis director,4,seoul,south korea,6000,matrimonial,2
197,3,pensioned off,team leader,3,singapour,singapur,4000,seperated,1
197,4,running,software programmer,0,seoul,south korea,2000,solitary,0
197,5,occupied,analyst,0,tokyo,japan,500,individual,0
197,6,resigned,network architect,2,tokyo,japan,5000,divorced,1
197,7,involved,junior sofware developer,0,berlin,germany,2000,unaccompanied,0
197,8,passed,mis director,5,Shenzhen,china,9000,matrimonial,2
198,0,operating,junior engineer,0,moscow,russia,500,only,0
198,1,finished,information technology director,4,singapour,singapur,9000,united,2
198,2,deceased,cio,5,seoul,south korea,6000,mated,2
198,3,pulled out,senior manager,2,berlin,germany,5000,divorced,1
198,4,departed,cio,5,moscow,russia,8000,matrimonial,2
198,5,departed,cio,4,moscow,russia,7000,united,2
198,6,withdrawn,senior database administrator,3,london,england,5000,apart,1
198,7,occupied,hardware engineer,0,moscow,russia,2000,only,0
198,8,resigned,senior manager,2,singapour,singapur,5000,divorced,1
198,9,running,web developer,0,n/a,n/a,2000,unattached,0
198,10,passed,director,5,london,england,8000,engaged,2
198,11,discharged,network architect,2,london,england,4000,apart,1
199,0,removed,senior engineer,3,tokyo,japan,3000,widow,1
199,1,active,hardware engineer,0,moscow,russia,500,unaccompanied,0
199,2,active,network engineer,0,bern,switzerland,1000,sole,0
199,3,quiet,team leader,2,tokyo,japan,5000,split up,1
199,4,defunct,information technology director,4,Shenzhen,china,7000,espoused,2
199,5,occupied,web developer,0,moscow,russia,500,individual,0
199,6,retired,project leader,3,singapour,singapur,4000,widow,1
199,7,removed,network architect,2,moscow,russia,4000,detached,1
199,8,passed,information technology director,4,bern,switzerland,7000,matrimonial,2
200,0,laboring,junior sofware developer,0,london,england,2000,unattached,0
200,1,expire,director,5,berlin,germany,7000,paired,2
200,2,pensioned,senior manager,2,bern,switzerland,5000,divorced,1
200,3,fallen,director,4,london,england,10000,united,2
200,4,removed,senior database administrator,3,moscow,russia,5000,divorced,1
200,5,fallen,chief information officer,4,tokyo,japan,9000,paired,2
200,6,passed away,chief information officer,4,seoul,south korea,10000,married,2
200,7,departed,chief technical officer,4,Shenzhen,china,7000,matrimonial,2
200,8,defunct,cio,4,n/a,n/a,8000,engaged,2
201,0,pulled out,information technology manager,2,tokyo,japan,5000,seperated,1
201,1,gone,chief technical officer,5,berlin,germany,6000,matrimonial,2
201,2,deceased,ceo,5,london,england,6000,attached,2
201,3,operating,web master,0,bern,switzerland,1000,individual,0
201,4,passed away,chief information officer,5,tokyo,japan,9000,married,2
202,0,discharged,project leader,3,bern,switzerland,5000,apart,1
202,1,retired,team leader,2,tokyo,japan,3000,seperated,1
202,2,passed,mis director,5,seattle,us,6000,united,2
202,3,running,web developer,0,singapour,singapur,2000,free,0
202,4,defunct,information technology director,4,bern,switzerland,10000,engaged,2
202,5,resigned,network architect,3,n/a,n/a,5000,split up,1
202,6,passed,ceo,4,singapour,singapur,8000,united,2
202,7,active,web designer,0,n/a,n/a,500,free,0
202,8,employed,security specialist,0,bern,switzerland,2000,only,0
202,9,dead,chief information officer,5,london,england,6000,engaged,2
203,0,laboring,security specialist,0,seattle,us,2000,free,0
203,1,passed away,cio,4,moscow,russia,6000,attached,2
203,2,laboring,junior sofware developer,0,n/a,n/a,500,sole,0
203,3,expire,chief technical officer,4,singapour,singapur,10000,married,2
203,4,retired,senior database administrator,3,n/a,n/a,4000,widow,1
203,5,dead,chief technical officer,4,london,england,6000,engaged,2
203,6,dead,information technology director,5,seattle,us,7000,espoused,2
203,7,gone,mis director,4,moscow,russia,8000,espoused,2
203,8,active,web master,0,Shenzhen,china,1000,only,0
203,9,active,hardware engineer,0,bern,switzerland,1000,bachelor,0
203,10,resigned,information technology manager,2,singapour,singapur,4000,detached,1
204,0,running,analyst,0,singapour,singapur,500,solitary,0
204,1,deceased,chief information officer,4,seattle,us,6000,bonded,2
204,2,expire,chief technical officer,5,seoul,south korea,10000,engaged,2
204,3,working,programmer,0,singapour,singapur,2000,only,0
204,4,passed,chief technical officer,4,moscow,russia,7000,paired,2
205,0,pulled out,information technology manager,2,seoul,south korea,3000,split up,1
205,1,operating,web developer,0,bern,switzerland,2000,unattached,0
205,2,withdrawn,information technology manager,3,singapour,singapur,3000,seperated,1
205,3,active,programmer,0,seattle,us,1000,solitary,0
205,4,running,web designer,0,london,england,2000,unaccompanied,0
205,5,expire,information technology director,5,moscow,russia,8000,attached,2
205,6,employed,hardware engineer,0,singapour,singapur,500,free,0
205,7,removed,senior manager,2,singapour,singapur,5000,apart,1
205,8,running,database administrator,0,seoul,south korea,500,individual,0
206,0,passed away,information technology director,4,singapour,singapur,7000,mated,2
206,1,resigned,project leader,2,seoul,south korea,3000,split up,1
206,2,dead,ceo,5,tokyo,japan,8000,engaged,2
206,3,passed away,chief information officer,5,singapour,singapur,9000,paired,2
206,4,running,web developer,0,Shenzhen,china,1000,sole,0
206,5,laboring,database administrator,0,singapour,singapur,500,only,0
206,6,running,junior engineer,0,Shenzhen,china,500,sole,0
206,7,involved,web designer,0,n/a,n/a,2000,unaccompanied,0
206,8,resigned,team leader,3,n/a,n/a,4000,widow,1
207,0,finished,cio,5,n/a,n/a,9000,united,2
207,1,quiet,information technology manager,2,bern,switzerland,3000,seperated,1
207,2,passed away,ceo,4,moscow,russia,6000,united,2
207,3,working,analyst,0,Shenzhen,china,500,single,0
207,4,passed,director,5,bern,switzerland,7000,attached,2
207,5,discharged,project leader,2,seattle,us,5000,divorced,1
207,6,fallen,cio,5,n/a,n/a,10000,engaged,2
207,7,departed,cio,5,seoul,south korea,7000,engaged,2
207,8,removed,senior engineer,3,bern,switzerland,5000,widow,1
207,9,departed,ceo,4,london,england,8000,married,2
208,0,running,web master,0,n/a,n/a,500,solitary,0
208,1,working,web master,0,tokyo,japan,500,sole,0
208,2,in retirement,network architect,2,Shenzhen,china,5000,divorced,1
